EAN;SKU;Vendor Item No.;Art. Codigo;Art. Nombre;Color Codigo;Color Nombre;Color Base;Talla;Talla EUR;Año;Marca;Familia;Linea;Tipo;Estacion;Uds x pack;Cantidad Minima;En Multiplos de;No servir antes de;Foto;Foto2;Foto3;Foto4;Foto5;Foto6;Foto7;Foto8;Foto9;Foto10;Foto11;Foto12;Descripcion larga;Cod. Arancelario;FEDAS;Cod. Pais;PVPR;linea_web;gama;capacidad;tipo_cierre;composicion;dimensiones;botin;ruedas_patines;rodamiento;guia;freno;chasis;actividad;familia_web;tecnologia;genero
8050459987119;07372600 1A1 270;07372600 1A1;07372600;PATINES LIGHTNING;1A1;BLACK/LIME;NEGRO;270;;26;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;LIGHTNING;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.6.jpg;;;;;;;El Lightning es un patín moldeado cómodo y versátil, ideal para recorrer la ciudad, dar vueltas en el parque o divertirse patinando. Con cierre simple y hebillas de memoria, es fácil de usar. El Footboard Sizer permite dos tamaños en un patín para un ajuste cómodo y de alto rendimiento. Construido con una carcasa moldeada y frame de aluminio, es perfecto para uso diario. Equipado con ruedas de 80 mm y rodamientos SG7. Eleva tu patinaje con este patín que combina soporte, comodidad y versatilidad.;9506 70 30;;IT;199,99;Urban;Lightning;;Hebilla con memoria en el cuff y correa 45°, cordones;;;Lightning, cordones completos, plantilla PSI, Footboard Sizer para ajuste de calce;Urban 80mm/85A;SG7;"Aluminio extruido (máx. 80mm) 243mm/9.6"", 255mm/10"" (tallas 29.0-32.0), ejes de competición, ajuste lateral";En la caja;Lightning, moldeado, ventilado, corte en V, deslizador lateral, amortiguador Shock Eraser;Patinaje;Patines Rollerblade;;Unisex
8050459987126;07372600 1A1 280;07372600 1A1;07372600;PATINES LIGHTNING;1A1;BLACK/LIME;NEGRO;280;;26;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;LIGHTNING;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.6.jpg;;;;;;;El Lightning es un patín moldeado cómodo y versátil, ideal para recorrer la ciudad, dar vueltas en el parque o divertirse patinando. Con cierre simple y hebillas de memoria, es fácil de usar. El Footboard Sizer permite dos tamaños en un patín para un ajuste cómodo y de alto rendimiento. Construido con una carcasa moldeada y frame de aluminio, es perfecto para uso diario. Equipado con ruedas de 80 mm y rodamientos SG7. Eleva tu patinaje con este patín que combina soporte, comodidad y versatilidad.;9506 70 30;;IT;199,99;Urban;Lightning;;Hebilla con memoria en el cuff y correa 45°, cordones;;;Lightning, cordones completos, plantilla PSI, Footboard Sizer para ajuste de calce;Urban 80mm/85A;SG7;"Aluminio extruido (máx. 80mm) 243mm/9.6"", 255mm/10"" (tallas 29.0-32.0), ejes de competición, ajuste lateral";En la caja;Lightning, moldeado, ventilado, corte en V, deslizador lateral, amortiguador Shock Eraser;Patinaje;Patines Rollerblade;;Unisex
8050459987133;07372600 1A1 290;07372600 1A1;07372600;PATINES LIGHTNING;1A1;BLACK/LIME;NEGRO;290;;26;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;LIGHTNING;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.6.jpg;;;;;;;El Lightning es un patín moldeado cómodo y versátil, ideal para recorrer la ciudad, dar vueltas en el parque o divertirse patinando. Con cierre simple y hebillas de memoria, es fácil de usar. El Footboard Sizer permite dos tamaños en un patín para un ajuste cómodo y de alto rendimiento. Construido con una carcasa moldeada y frame de aluminio, es perfecto para uso diario. Equipado con ruedas de 80 mm y rodamientos SG7. Eleva tu patinaje con este patín que combina soporte, comodidad y versatilidad.;9506 70 30;;IT;199,99;Urban;Lightning;;Hebilla con memoria en el cuff y correa 45°, cordones;;;Lightning, cordones completos, plantilla PSI, Footboard Sizer para ajuste de calce;Urban 80mm/85A;SG7;"Aluminio extruido (máx. 80mm) 243mm/9.6"", 255mm/10"" (tallas 29.0-32.0), ejes de competición, ajuste lateral";En la caja;Lightning, moldeado, ventilado, corte en V, deslizador lateral, amortiguador Shock Eraser;Patinaje;Patines Rollerblade;;Unisex
8050459987140;07372600 1A1 300;07372600 1A1;07372600;PATINES LIGHTNING;1A1;BLACK/LIME;NEGRO;300;;26;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;LIGHTNING;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.6.jpg;;;;;;;El Lightning es un patín moldeado cómodo y versátil, ideal para recorrer la ciudad, dar vueltas en el parque o divertirse patinando. Con cierre simple y hebillas de memoria, es fácil de usar. El Footboard Sizer permite dos tamaños en un patín para un ajuste cómodo y de alto rendimiento. Construido con una carcasa moldeada y frame de aluminio, es perfecto para uso diario. Equipado con ruedas de 80 mm y rodamientos SG7. Eleva tu patinaje con este patín que combina soporte, comodidad y versatilidad.;9506 70 30;;IT;199,99;Urban;Lightning;;Hebilla con memoria en el cuff y correa 45°, cordones;;;Lightning, cordones completos, plantilla PSI, Footboard Sizer para ajuste de calce;Urban 80mm/85A;SG7;"Aluminio extruido (máx. 80mm) 243mm/9.6"", 255mm/10"" (tallas 29.0-32.0), ejes de competición, ajuste lateral";En la caja;Lightning, moldeado, ventilado, corte en V, deslizador lateral, amortiguador Shock Eraser;Patinaje;Patines Rollerblade;;Unisex
8050459987157;07372600 1A1 310;07372600 1A1;07372600;PATINES LIGHTNING;1A1;BLACK/LIME;NEGRO;310;;26;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;LIGHTNING;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.6.jpg;;;;;;;El Lightning es un patín moldeado cómodo y versátil, ideal para recorrer la ciudad, dar vueltas en el parque o divertirse patinando. Con cierre simple y hebillas de memoria, es fácil de usar. El Footboard Sizer permite dos tamaños en un patín para un ajuste cómodo y de alto rendimiento. Construido con una carcasa moldeada y frame de aluminio, es perfecto para uso diario. Equipado con ruedas de 80 mm y rodamientos SG7. Eleva tu patinaje con este patín que combina soporte, comodidad y versatilidad.;9506 70 30;;IT;199,99;Urban;Lightning;;Hebilla con memoria en el cuff y correa 45°, cordones;;;Lightning, cordones completos, plantilla PSI, Footboard Sizer para ajuste de calce;Urban 80mm/85A;SG7;"Aluminio extruido (máx. 80mm) 243mm/9.6"", 255mm/10"" (tallas 29.0-32.0), ejes de competición, ajuste lateral";En la caja;Lightning, moldeado, ventilado, corte en V, deslizador lateral, amortiguador Shock Eraser;Patinaje;Patines Rollerblade;;Unisex
8050032032045;07372600 1A1 320;07372600 1A1;07372600;PATINES LIGHTNING;1A1;BLACK/LIME;NEGRO;320;;26;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;LIGHTNING;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07372600 1A1.UNICA.6.jpg;;;;;;;El Lightning es un patín moldeado cómodo y versátil, ideal para recorrer la ciudad, dar vueltas en el parque o divertirse patinando. Con cierre simple y hebillas de memoria, es fácil de usar. El Footboard Sizer permite dos tamaños en un patín para un ajuste cómodo y de alto rendimiento. Construido con una carcasa moldeada y frame de aluminio, es perfecto para uso diario. Equipado con ruedas de 80 mm y rodamientos SG7. Eleva tu patinaje con este patín que combina soporte, comodidad y versatilidad.;9506 70 30;;IT;199,99;Urban;Lightning;;Hebilla con memoria en el cuff y correa 45°, cordones;;;Lightning, cordones completos, plantilla PSI, Footboard Sizer para ajuste de calce;Urban 80mm/85A;SG7;"Aluminio extruido (máx. 80mm) 243mm/9.6"", 255mm/10"" (tallas 29.0-32.0), ejes de competición, ajuste lateral";En la caja;Lightning, moldeado, ventilado, corte en V, deslizador lateral, amortiguador Shock Eraser;Patinaje;Patines Rollerblade;;Unisex
8050032032137;07400200 3F9 220;07400200 3F9;07400200;PATINES MACROBLADE 90 BOA W;3F9;BLACK/MINT;NEGRO;220;;25;ROLLERBLADE;PATINES ROLLERBLADE;FITNESS;MACROBLADE;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.6.jpg;;;;;;;El Macroblade 90 W BOA es un patín que ofrece un soporte completo en el cuff, con sistema de ajuste BOA Fit y ruedas de 4x90mm para mayor versatilidad. El ajuste cómodo y el soporte brindan estabilidad y control al patinar. El sistema BOA Fit permite ajuste preciso con un dial. El Footboard Sizer ofrece dos tallas en un patín para un ajuste más personalizado. El forro y la parte superior proporcionan comodidad y amortiguación. El frame de aluminio ofrece transferencia de potencia y durabilidad, con opción de patinar con 4x90mm o 3x100mm. El freno está incluido en el patín.;9506 70 30;;IT;279,99;Fitness;Macroblade;;Sistema de ajuste de rendimiento BOA, hebilla de cuff.;;;Alto rendimiento PSI, Footboard Sizer para ajuste de talla.;Rollerblade 90mm/84A;SG9;"3&4WD Twinblade Alu (max 100mm) 280mm/11""";En el patín;Macroblade, malla con BOA.;Patinaje;Patines Rollerblade;;Mujer
8050032032144;07400200 3F9 230;07400200 3F9;07400200;PATINES MACROBLADE 90 BOA W;3F9;BLACK/MINT;NEGRO;230;;25;ROLLERBLADE;PATINES ROLLERBLADE;FITNESS;MACROBLADE;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.6.jpg;;;;;;;El Macroblade 90 W BOA es un patín que ofrece un soporte completo en el cuff, con sistema de ajuste BOA Fit y ruedas de 4x90mm para mayor versatilidad. El ajuste cómodo y el soporte brindan estabilidad y control al patinar. El sistema BOA Fit permite ajuste preciso con un dial. El Footboard Sizer ofrece dos tallas en un patín para un ajuste más personalizado. El forro y la parte superior proporcionan comodidad y amortiguación. El frame de aluminio ofrece transferencia de potencia y durabilidad, con opción de patinar con 4x90mm o 3x100mm. El freno está incluido en el patín.;9506 70 30;;IT;279,99;Fitness;Macroblade;;Sistema de ajuste de rendimiento BOA, hebilla de cuff.;;;Alto rendimiento PSI, Footboard Sizer para ajuste de talla.;Rollerblade 90mm/84A;SG9;"3&4WD Twinblade Alu (max 100mm) 280mm/11""";En el patín;Macroblade, malla con BOA.;Patinaje;Patines Rollerblade;;Mujer
8050032032151;07400200 3F9 240;07400200 3F9;07400200;PATINES MACROBLADE 90 BOA W;3F9;BLACK/MINT;NEGRO;240;;25;ROLLERBLADE;PATINES ROLLERBLADE;FITNESS;MACROBLADE;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.6.jpg;;;;;;;El Macroblade 90 W BOA es un patín que ofrece un soporte completo en el cuff, con sistema de ajuste BOA Fit y ruedas de 4x90mm para mayor versatilidad. El ajuste cómodo y el soporte brindan estabilidad y control al patinar. El sistema BOA Fit permite ajuste preciso con un dial. El Footboard Sizer ofrece dos tallas en un patín para un ajuste más personalizado. El forro y la parte superior proporcionan comodidad y amortiguación. El frame de aluminio ofrece transferencia de potencia y durabilidad, con opción de patinar con 4x90mm o 3x100mm. El freno está incluido en el patín.;9506 70 30;;IT;279,99;Fitness;Macroblade;;Sistema de ajuste de rendimiento BOA, hebilla de cuff.;;;Alto rendimiento PSI, Footboard Sizer para ajuste de talla.;Rollerblade 90mm/84A;SG9;"3&4WD Twinblade Alu (max 100mm) 280mm/11""";En el patín;Macroblade, malla con BOA.;Patinaje;Patines Rollerblade;;Mujer
8050032032168;07400200 3F9 250;07400200 3F9;07400200;PATINES MACROBLADE 90 BOA W;3F9;BLACK/MINT;NEGRO;250;;25;ROLLERBLADE;PATINES ROLLERBLADE;FITNESS;MACROBLADE;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.6.jpg;;;;;;;El Macroblade 90 W BOA es un patín que ofrece un soporte completo en el cuff, con sistema de ajuste BOA Fit y ruedas de 4x90mm para mayor versatilidad. El ajuste cómodo y el soporte brindan estabilidad y control al patinar. El sistema BOA Fit permite ajuste preciso con un dial. El Footboard Sizer ofrece dos tallas en un patín para un ajuste más personalizado. El forro y la parte superior proporcionan comodidad y amortiguación. El frame de aluminio ofrece transferencia de potencia y durabilidad, con opción de patinar con 4x90mm o 3x100mm. El freno está incluido en el patín.;9506 70 30;;IT;279,99;Fitness;Macroblade;;Sistema de ajuste de rendimiento BOA, hebilla de cuff.;;;Alto rendimiento PSI, Footboard Sizer para ajuste de talla.;Rollerblade 90mm/84A;SG9;"3&4WD Twinblade Alu (max 100mm) 280mm/11""";En el patín;Macroblade, malla con BOA.;Patinaje;Patines Rollerblade;;Mujer
8050032032175;07400200 3F9 260;07400200 3F9;07400200;PATINES MACROBLADE 90 BOA W;3F9;BLACK/MINT;NEGRO;260;;25;ROLLERBLADE;PATINES ROLLERBLADE;FITNESS;MACROBLADE;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.6.jpg;;;;;;;El Macroblade 90 W BOA es un patín que ofrece un soporte completo en el cuff, con sistema de ajuste BOA Fit y ruedas de 4x90mm para mayor versatilidad. El ajuste cómodo y el soporte brindan estabilidad y control al patinar. El sistema BOA Fit permite ajuste preciso con un dial. El Footboard Sizer ofrece dos tallas en un patín para un ajuste más personalizado. El forro y la parte superior proporcionan comodidad y amortiguación. El frame de aluminio ofrece transferencia de potencia y durabilidad, con opción de patinar con 4x90mm o 3x100mm. El freno está incluido en el patín.;9506 70 30;;IT;279,99;Fitness;Macroblade;;Sistema de ajuste de rendimiento BOA, hebilla de cuff.;;;Alto rendimiento PSI, Footboard Sizer para ajuste de talla.;Rollerblade 90mm/84A;SG9;"3&4WD Twinblade Alu (max 100mm) 280mm/11""";En el patín;Macroblade, malla con BOA.;Patinaje;Patines Rollerblade;;Mujer
8050032032182;07400200 3F9 270;07400200 3F9;07400200;PATINES MACROBLADE 90 BOA W;3F9;BLACK/MINT;NEGRO;270;;25;ROLLERBLADE;PATINES ROLLERBLADE;FITNESS;MACROBLADE;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07400200 3F9.UNICA.6.jpg;;;;;;;El Macroblade 90 W BOA es un patín que ofrece un soporte completo en el cuff, con sistema de ajuste BOA Fit y ruedas de 4x90mm para mayor versatilidad. El ajuste cómodo y el soporte brindan estabilidad y control al patinar. El sistema BOA Fit permite ajuste preciso con un dial. El Footboard Sizer ofrece dos tallas en un patín para un ajuste más personalizado. El forro y la parte superior proporcionan comodidad y amortiguación. El frame de aluminio ofrece transferencia de potencia y durabilidad, con opción de patinar con 4x90mm o 3x100mm. El freno está incluido en el patín.;9506 70 30;;IT;279,99;Fitness;Macroblade;;Sistema de ajuste de rendimiento BOA, hebilla de cuff.;;;Alto rendimiento PSI, Footboard Sizer para ajuste de talla.;Rollerblade 90mm/84A;SG9;"3&4WD Twinblade Alu (max 100mm) 280mm/11""";En el patín;Macroblade, malla con BOA.;Patinaje;Patines Rollerblade;;Mujer
8050032069294;06400100 1A1 220;06400100 1A1;06400100;BOTINES NOMAD LINER (1PR);1A1;BLACK/LIME;NEGRO;220;;26;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.7.jpg;;;;;;El Rollerblade Nomad Liner brinda un rendimiento y una calidad superiores a cualquier shell de skate. El diseño delgado y liviano proporciona un ajuste perfecto para todos los patines. Fue desarrollado con patinadores para maximizar la transferencia de energía y crear un ajuste personalizado sin moldeado por calor. Desde empuñaduras de silicona hasta materiales antimicrobianos, hay muchas características que hacen de Nomad el pináculo de los revestimientos reemplazables con la máxima comodidad, rendimiento y control. Estos revestimientos pueden funcionar con cualquier carcasa de skate. Disponible en tamaños 22.0-30.5 (Footboard sizer incluido).;9506 70 90;;IT;189,99;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050032069300;06400100 1A1 230;06400100 1A1;06400100;BOTINES NOMAD LINER (1PR);1A1;BLACK/LIME;NEGRO;230;;26;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.7.jpg;;;;;;El Rollerblade Nomad Liner brinda un rendimiento y una calidad superiores a cualquier shell de skate. El diseño delgado y liviano proporciona un ajuste perfecto para todos los patines. Fue desarrollado con patinadores para maximizar la transferencia de energía y crear un ajuste personalizado sin moldeado por calor. Desde empuñaduras de silicona hasta materiales antimicrobianos, hay muchas características que hacen de Nomad el pináculo de los revestimientos reemplazables con la máxima comodidad, rendimiento y control. Estos revestimientos pueden funcionar con cualquier carcasa de skate. Disponible en tamaños 22.0-30.5 (Footboard sizer incluido).;9506 70 90;;IT;189,99;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050032069317;06400100 1A1 240;06400100 1A1;06400100;BOTINES NOMAD LINER (1PR);1A1;BLACK/LIME;NEGRO;240;;26;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.7.jpg;;;;;;El Rollerblade Nomad Liner brinda un rendimiento y una calidad superiores a cualquier shell de skate. El diseño delgado y liviano proporciona un ajuste perfecto para todos los patines. Fue desarrollado con patinadores para maximizar la transferencia de energía y crear un ajuste personalizado sin moldeado por calor. Desde empuñaduras de silicona hasta materiales antimicrobianos, hay muchas características que hacen de Nomad el pináculo de los revestimientos reemplazables con la máxima comodidad, rendimiento y control. Estos revestimientos pueden funcionar con cualquier carcasa de skate. Disponible en tamaños 22.0-30.5 (Footboard sizer incluido).;9506 70 90;;IT;189,99;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050032069324;06400100 1A1 250;06400100 1A1;06400100;BOTINES NOMAD LINER (1PR);1A1;BLACK/LIME;NEGRO;250;;26;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.7.jpg;;;;;;El Rollerblade Nomad Liner brinda un rendimiento y una calidad superiores a cualquier shell de skate. El diseño delgado y liviano proporciona un ajuste perfecto para todos los patines. Fue desarrollado con patinadores para maximizar la transferencia de energía y crear un ajuste personalizado sin moldeado por calor. Desde empuñaduras de silicona hasta materiales antimicrobianos, hay muchas características que hacen de Nomad el pináculo de los revestimientos reemplazables con la máxima comodidad, rendimiento y control. Estos revestimientos pueden funcionar con cualquier carcasa de skate. Disponible en tamaños 22.0-30.5 (Footboard sizer incluido).;9506 70 90;;IT;189,99;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050032069331;06400100 1A1 260;06400100 1A1;06400100;BOTINES NOMAD LINER (1PR);1A1;BLACK/LIME;NEGRO;260;;26;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/06400100 1A1.UNICA.7.jpg;;;;;;El Rollerblade Nomad Liner brinda un rendimiento y una calidad superiores a cualquier shell de skate. El diseño delgado y liviano proporciona un ajuste perfecto para todos los patines. Fue desarrollado con patinadores para maximizar la transferencia de energía y crear un ajuste personalizado sin moldeado por calor. Desde empuñaduras de silicona hasta materiales antimicrobianos, hay muchas características que hacen de Nomad el pináculo de los revestimientos reemplazables con la máxima comodidad, rendimiento y control. Estos revestimientos pueden funcionar con cualquier carcasa de skate. Disponible en tamaños 22.0-30.5 (Footboard sizer incluido).;9506 70 90;;IT;189,99;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
